vendedor_1,vendedor_2,producto,fecha
2,12,CAMARAHD,17/09/2022
9,4,IMPRES33,23/09/2018
6,9,LAPTOP15,09/03/2025
1,8,IMPRES33,15/02/2022
3,4,LAPTOP15,10/06/2017
4,12,IMPRES33,11/08/2018
4,5,TV42,20/02/2013
6,14,CAMARAHD,17/06/2025
8,8,CAMARAHD,05/10/2011
5,8,LAPTOP15,26/03/2021
11,8,SMARTWAT,04/10/2017
9,8,CONSOLA9,16/03/2011
5,4,TABLET10,11/03/2012
4,10,TABLET10,21/10/2019
3,5,IMPRES33,17/03/2015
12,4,LAPTOP15,15/09/2011
5,12,IMPRES33,22/08/2017
12,10,IMPRES33,29/07/2023
4,7,CAMARAHD,08/10/2023
5,6,CONSOLA9,12/05/2023
3,4,SMARTWAT,24/11/2018
3,7,TABLET10,27/04/2017
5,11,TV42,31/08/2010
3,6,IMPRES33,22/03/2024
8,7,IMPRES33,18/02/2016
6,14,TV42,08/02/2020
4,9,TABLET10,02/01/2021
2,4,SMARTWAT,12/02/2015
8,5,CELULAA01,24/12/2017
7,8,AIRE2200,28/05/2022
3,8,AIRE2200,03/06/2018
3,3,DRONE99,08/09/2019
8,7,IMPRES33,02/03/2014
5,10,TV42,31/03/2025
6,6,LAPTOP15,21/02/2023
9,3,AIRE2200,26/10/2024
4,13,TV42,11/07/2018
5,7,CAMARAHD,04/12/2011
6,7,CAMARAHD,16/11/2023
7,5,CELULAA01,16/08/2016
3,8,TABLET10,12/07/2015
4,8,CELULAA01,29/12/2025
4,8,AIRE2200,26/08/2011
1,7,IMPRES33,04/11/2011
5,8,CONSOLA9,05/01/2016
4,5,CELULAA01,17/06/2013
1,7,LAPTOP15,10/07/2018
3,7,CAMARAHD,18/12/2025
7,5,CONSOLA9,20/03/2024
0,10,TV42,17/06/2013
9,11,IMPRES33,27/09/2018
5,11,CONSOLA9,07/02/2017
4,5,CELULAA01,02/02/2018
0,8,CELULAA01,22/05/2012
6,2,DRONE99,20/01/2012
6,11,CAMARAHD,12/02/2010
2,8,CELULAA01,30/11/2016
3,11,CAMARAHD,23/12/2019
5,9,CAMARAHD,27/01/2018
7,8,CELULAA01,19/01/2016
5,6,CAMARAHD,17/04/2012
5,4,CONSOLA9,21/12/2012
6,8,DRONE99,17/12/2011
3,9,IMPRES33,16/03/2014
5,7,CELULAA01,01/09/2019
4,6,LAPTOP15,25/01/2020
3,4,CONSOLA9,29/06/2022
7,11,CONSOLA9,11/06/2022
4,6,SMARTWAT,29/06/2021
7,3,DRONE99,25/02/2019
6,5,IMPRES33,26/04/2012
4,7,TV42,04/08/2010
4,10,TV42,05/01/2012
3,9,TV42,09/12/2017
5,13,TABLET10,07/06/2022
4,3,CELULAA01,02/02/2012
10,6,SMARTWAT,23/05/2023
8,9,CAMARAHD,01/06/2023
2,7,CELULAA01,11/04/2017
3,6,CELULAA01,22/08/2018
7,4,AIRE2200,12/04/2010
4,9,TABLET10,18/07/2016
6,5,IMPRES33,13/04/2019
4,6,TV42,12/09/2018
5,7,TV42,25/11/2011
5,8,AIRE2200,20/07/2022
9,7,DRONE99,12/06/2015
4,4,TABLET10,30/10/2022
1,7,IMPRES33,08/09/2021
4,7,SMARTWAT,21/10/2013
6,3,CELULAA01,16/05/2025
3,9,CAMARAHD,16/07/2018
4,12,CAMARAHD,20/10/2013
10,5,AIRE2200,11/02/2013
9,4,DRONE99,12/01/2016
6,9,TV42,02/10/2016
7,7,CONSOLA9,08/01/2016
0,9,TABLET10,22/01/2021
6,2,SMARTWAT,10/04/2013
2,3,CAMARAHD,03/06/2011
3,9,SMARTWAT,01/10/2013
13,4,CELULAA01,01/10/2019
5,7,CELULAA01,10/03/2016
2,8,TV42,12/06/2019
6,6,SMARTWAT,21/09/2016
6,3,TABLET10,10/11/2020
4,5,IMPRES33,23/09/2011
8,7,AIRE2200,06/02/2018
10,1,AIRE2200,24/08/2015
9,8,IMPRES33,14/07/2015
4,4,TV42,08/01/2024
3,8,CAMARAHD,13/02/2021
6,3,DRONE99,27/04/2023
7,6,TV42,31/10/2023
5,7,CONSOLA9,21/05/2014
4,7,IMPRES33,08/04/2020
6,8,DRONE99,26/05/2012
5,13,CAMARAHD,14/01/2013
5,6,IMPRES33,31/10/2016
1,10,CELULAA01,25/02/2010
6,7,TABLET10,16/11/2018
4,6,CELULAA01,14/06/2017
4,3,AIRE2200,29/11/2023
2,5,TV42,10/07/2018
5,7,TV42,23/05/2017
4,5,LAPTOP15,16/11/2019
9,4,TV42,05/07/2017
4,7,CELULAA01,29/08/2019
0,9,LAPTOP15,08/08/2024
11,10,CONSOLA9,02/05/2023
8,14,SMARTWAT,20/01/2013
7,8,DRONE99,27/09/2016
6,10,LAPTOP15,11/03/2017
3,15,TABLET10,13/07/2023
5,10,DRONE99,05/08/2025
6,9,CONSOLA9,04/07/2014
3,5,TV42,29/09/2020
5,4,DRONE99,17/01/2017
8,9,DRONE99,26/12/2013
6,10,LAPTOP15,07/12/2018
7,6,CELULAA01,27/02/2017
4,7,IMPRES33,15/07/2016
3,7,CONSOLA9,03/08/2025
8,10,AIRE2200,12/03/2024
1,7,SMARTWAT,05/01/2021
5,8,AIRE2200,01/12/2022
6,4,CONSOLA9,09/06/2015
5,4,LAPTOP15,23/04/2017
5,7,LAPTOP15,08/06/2018
5,7,TV42,15/04/2016
5,7,CAMARAHD,24/10/2018
6,9,SMARTWAT,10/03/2018
5,5,AIRE2200,21/07/2012
5,8,CELULAA01,25/08/2022
8,2,CONSOLA9,25/06/2014
3,8,CONSOLA9,14/04/2023
5,4,IMPRES33,28/03/2022
3,6,DRONE99,13/01/2014
3,10,LAPTOP15,16/04/2025
7,7,CELULAA01,04/05/2022
4,7,SMARTWAT,09/08/2010
4,4,IMPRES33,09/05/2020
2,8,LAPTOP15,20/11/2025
6,7,CONSOLA9,14/09/2014
3,3,SMARTWAT,01/11/2019
7,15,DRONE99,14/07/2016
7,5,CAMARAHD,16/07/2025
8,4,CAMARAHD,21/07/2011
6,12,DRONE99,06/03/2019
7,6,CELULAA01,04/02/2025
4,7,DRONE99,14/03/2021
7,3,CONSOLA9,14/02/2013
2,7,TV42,16/03/2024
5,10,LAPTOP15,16/10/2016
3,5,CAMARAHD,06/06/2015
7,9,LAPTOP15,01/09/2015
5,4,CONSOLA9,09/10/2024
7,4,LAPTOP15,16/06/2013
9,10,CELULAA01,29/06/2019
6,11,CELULAA01,16/06/2018
5,9,TABLET10,29/08/2011
7,3,IMPRES33,27/01/2020
1,7,IMPRES33,31/05/2023
3,10,LAPTOP15,30/09/2020
3,7,LAPTOP15,22/01/2023
11,9,CAMARAHD,28/12/2018
4,6,AIRE2200,26/12/2021
2,5,AIRE2200,13/05/2021
5,7,SMARTWAT,07/07/2025
7,11,IMPRES33,20/05/2019
2,8,TV42,12/03/2022
5,11,AIRE2200,29/10/2010
2,5,AIRE2200,24/01/2018
1,7,AIRE2200,26/09/2025
6,6,IMPRES33,16/01/2022
4,7,CAMARAHD,27/04/2023
7,10,DRONE99,24/04/2024
7,6,DRONE99,28/11/2011
6,7,CAMARAHD,14/06/2012
6,5,CAMARAHD,27/07/2015
6,12,CONSOLA9,01/10/2024
7,5,DRONE99,28/11/2024
4,9,TV42,18/12/2017
9,3,IMPRES33,24/09/2013
4,7,IMPRES33,06/07/2024
6,13,DRONE99,29/09/2023
7,4,TABLET10,29/12/2010
4,7,TV42,19/08/2022
6,6,LAPTOP15,20/06/2024
2,9,TV42,12/03/2025
6,9,CELULAA01,04/07/2024
4,5,IMPRES33,18/12/2018
3,2,CAMARAHD,09/06/2017
3,6,AIRE2200,28/08/2019
5,8,DRONE99,17/05/2012
3,7,CONSOLA9,28/03/2010
4,6,CELULAA01,18/03/2012
3,12,CONSOLA9,21/10/2015
6,6,CELULAA01,24/12/2014
9,9,AIRE2200,15/06/2021
5,10,TV42,20/08/2021
6,11,SMARTWAT,08/07/2022
4,7,CELULAA01,08/01/2023
3,5,LAPTOP15,04/06/2025
9,13,SMARTWAT,26/11/2022
3,4,TV42,16/12/2014
9,10,TV42,31/12/2019
4,6,IMPRES33,23/05/2018
8,11,SMARTWAT,10/10/2018
3,4,CELULAA01,21/05/2020
3,4,AIRE2200,29/03/2025
5,6,LAPTOP15,15/03/2023
8,16,AIRE2200,27/06/2025
3,5,IMPRES33,23/03/2021
4,11,CONSOLA9,19/05/2013
8,6,AIRE2200,26/09/2017
3,4,TV42,21/07/2010
3,7,DRONE99,29/10/2020
2,6,CAMARAHD,06/05/2012
7,6,LAPTOP15,17/08/2016
2,8,CAMARAHD,01/05/2019
6,4,IMPRES33,05/12/2011
5,3,CELULAA01,08/08/2012
6,11,AIRE2200,06/03/2013
2,5,SMARTWAT,24/10/2017
10,7,CONSOLA9,30/12/2016
3,6,LAPTOP15,11/09/2017
6,7,TV42,19/03/2020
5,5,AIRE2200,22/08/2014
7,8,TABLET10,08/09/2021
6,10,IMPRES33,31/10/2020
7,5,CONSOLA9,24/10/2017
4,4,TABLET10,05/09/2020
7,2,SMARTWAT,10/03/2012
2,10,AIRE2200,30/10/2019
6,7,AIRE2200,17/08/2025
7,7,CAMARAHD,24/02/2020
5,7,DRONE99,25/02/2017
4,8,TABLET10,05/07/2011
5,9,IMPRES33,25/09/2016
2,2,CAMARAHD,02/01/2011
8,4,DRONE99,10/12/2025
5,6,TABLET10,31/07/2012
6,10,IMPRES33,05/07/2010
5,7,IMPRES33,11/09/2017
6,10,TV42,14/07/2024
8,9,TV42,14/06/2012
7,6,SMARTWAT,10/03/2025
0,8,CELULAA01,08/09/2013
4,6,SMARTWAT,22/06/2015
7,6,TV42,29/07/2021
7,12,TV42,30/11/2013
2,6,SMARTWAT,19/05/2022
3,6,TABLET10,04/08/2013
9,11,LAPTOP15,04/06/2017
7,4,AIRE2200,23/07/2022
8,8,AIRE2200,25/07/2019
4,9,TABLET10,13/05/2020
2,3,IMPRES33,15/03/2015
6,7,LAPTOP15,01/02/2019
2,7,TABLET10,15/02/2024
4,4,LAPTOP15,20/02/2014
9,3,CONSOLA9,07/03/2014
4,4,TABLET10,13/05/2024
3,11,CAMARAHD,28/09/2024
4,9,AIRE2200,11/09/2019
2,6,CONSOLA9,15/11/2018
7,8,CONSOLA9,28/08/2010
7,9,CAMARAHD,10/10/2023
2,3,LAPTOP15,05/06/2014
4,7,TV42,31/01/2020
4,9,AIRE2200,14/04/2023
5,8,CELULAA01,20/08/2019
6,8,CELULAA01,21/09/2018
6,9,CONSOLA9,06/02/2010
8,6,AIRE2200,22/10/2025
4,8,CELULAA01,26/10/2014
1,5,CAMARAHD,13/08/2014
4,3,SMARTWAT,30/03/2016
6,12,CAMARAHD,14/10/2025
3,8,CONSOLA9,28/05/2011
4,9,DRONE99,13/12/2022
1,7,TABLET10,13/04/2012
7,7,CAMARAHD,16/01/2022
2,10,CELULAA01,12/03/2014
9,4,CONSOLA9,16/03/2018
6,13,SMARTWAT,24/04/2017
5,9,CAMARAHD,03/06/2014
10,13,CAMARAHD,06/04/2020
7,7,CELULAA01,22/07/2012
5,7,TV42,20/11/2015
4,7,LAPTOP15,16/01/2025
11,4,CONSOLA9,23/12/2020
4,7,CONSOLA9,02/11/2021
3,11,CELULAA01,02/05/2024
1,7,TV42,11/01/2017
7,6,DRONE99,23/05/2023
5,7,IMPRES33,19/09/2018
7,7,SMARTWAT,17/09/2023
5,12,SMARTWAT,21/10/2018
2,7,CELULAA01,02/03/2023
5,5,IMPRES33,24/07/2012
9,5,IMPRES33,21/10/2017
11,4,AIRE2200,23/11/2017
6,5,SMARTWAT,08/04/2020
6,8,TV42,06/11/2023
3,11,CAMARAHD,14/11/2013
8,7,CONSOLA9,09/02/2025
3,5,TV42,01/11/2025
8,4,CONSOLA9,02/09/2016
7,6,CAMARAHD,13/10/2023
6,10,CAMARAHD,28/03/2023
6,3,SMARTWAT,26/11/2011
3,9,SMARTWAT,27/01/2025
7,11,CONSOLA9,02/01/2013
4,10,CELULAA01,09/01/2017
4,6,SMARTWAT,23/08/2012
10,5,CONSOLA9,09/05/2015
6,7,LAPTOP15,06/11/2016
2,6,LAPTOP15,16/08/2012
4,7,TV42,08/02/2014
3,4,LAPTOP15,17/05/2018
9,6,LAPTOP15,21/07/2025
6,8,IMPRES33,04/03/2013
3,4,CELULAA01,16/06/2021
7,8,TV42,18/09/2018
5,7,LAPTOP15,20/05/2019
7,12,CONSOLA9,18/05/2023
7,6,DRONE99,03/02/2013
2,7,CONSOLA9,22/11/2022
7,12,LAPTOP15,10/08/2018
3,10,TABLET10,28/06/2019
7,9,IMPRES33,02/03/2014
5,7,IMPRES33,30/11/2020
8,7,SMARTWAT,03/04/2024
3,8,TV42,20/01/2022
7,7,CONSOLA9,21/07/2025
4,4,AIRE2200,21/06/2024
3,6,AIRE2200,20/11/2013
3,5,LAPTOP15,12/06/2022
2,6,SMARTWAT,28/09/2013
9,7,TV42,25/12/2020
10,7,TV42,24/06/2016
7,8,CONSOLA9,23/02/2013
7,6,TV42,13/03/2014
4,5,CONSOLA9,21/01/2017
4,8,SMARTWAT,12/02/2020
5,5,TABLET10,23/11/2023
3,7,TABLET10,16/03/2011
7,6,IMPRES33,20/01/2018
4,10,TABLET10,20/03/2010
4,8,DRONE99,13/11/2020
4,5,TV42,23/01/2013
8,5,CELULAA01,18/05/2014
5,13,TV42,12/08/2018
3,8,TV42,06/08/2022
11,5,CELULAA01,03/05/2021
7,1,TABLET10,24/08/2024
5,11,CAMARAHD,06/02/2021
6,10,CELULAA01,06/03/2019
2,3,DRONE99,11/05/2025
1,7,DRONE99,11/01/2021
3,6,CELULAA01,28/04/2019
5,10,CELULAA01,05/12/2025
7,9,CAMARAHD,16/12/2019
3,10,TV42,17/12/2020
4,9,TV42,02/10/2013
2,6,AIRE2200,09/11/2011
5,4,CONSOLA9,06/09/2022
2,5,SMARTWAT,10/09/2010
5,6,TV42,12/12/2014
7,8,LAPTOP15,20/07/2016
3,6,IMPRES33,25/09/2010
6,2,TV42,01/03/2016
3,7,CELULAA01,16/01/2015
10,4,DRONE99,22/01/2022
5,3,LAPTOP15,22/06/2016
3,5,CONSOLA9,09/10/2013
7,6,SMARTWAT,04/04/2020
3,5,LAPTOP15,08/09/2022
5,6,CELULAA01,09/02/2021
4,8,CONSOLA9,01/05/2022
7,9,IMPRES33,16/06/2021
4,6,TABLET10,16/07/2012
4,7,SMARTWAT,05/11/2022
3,11,CAMARAHD,24/07/2012
6,6,SMARTWAT,04/01/2016
10,4,SMARTWAT,08/03/2022
3,9,LAPTOP15,25/03/2018
5,10,TV42,27/02/2022
4,5,CONSOLA9,07/12/2010
5,11,CAMARAHD,25/11/2019
2,9,SMARTWAT,03/04/2022
3,5,LAPTOP15,26/11/2014
4,11,LAPTOP15,15/07/2019
6,7,IMPRES33,18/04/2012
7,6,AIRE2200,29/08/2024
4,9,SMARTWAT,21/07/2015
7,12,TV42,04/09/2016
4,7,TABLET10,22/09/2010
5,9,LAPTOP15,02/02/2020
6,8,AIRE2200,23/11/2015
9,10,TV42,26/10/2017
3,7,CONSOLA9,14/12/2011
9,7,SMARTWAT,06/11/2019
6,12,LAPTOP15,19/08/2012
2,2,CELULAA01,26/04/2015
9,5,AIRE2200,16/09/2014
4,8,IMPRES33,10/03/2023
5,5,CONSOLA9,16/06/2025
5,5,TABLET10,12/11/2017
4,5,DRONE99,10/12/2025
3,4,DRONE99,09/09/2023
5,1,CONSOLA9,11/03/2024
4,3,TABLET10,09/08/2019
3,7,TABLET10,21/09/2013
5,6,LAPTOP15,27/10/2023
6,6,DRONE99,14/02/2013
9,2,TV42,20/08/2014
3,3,AIRE2200,23/08/2014
5,8,DRONE99,02/05/2011
7,6,CAMARAHD,15/10/2022
5,10,CONSOLA9,13/11/2017
2,7,TABLET10,09/12/2021
5,3,IMPRES33,21/04/2016
7,11,CELULAA01,22/05/2023
8,5,IMPRES33,31/01/2022
2,8,TV42,11/10/2013
3,5,TABLET10,05/04/2017
6,10,CONSOLA9,16/10/2025
3,10,CELULAA01,25/07/2016
6,9,LAPTOP15,28/06/2016
10,7,TABLET10,05/11/2022
2,7,TABLET10,31/12/2015
6,8,IMPRES33,16/07/2021
5,3,CONSOLA9,27/03/2025
3,10,CAMARAHD,20/02/2012
4,10,CAMARAHD,15/01/2013
5,3,CAMARAHD,26/03/2019
5,10,CAMARAHD,01/05/2011
9,7,DRONE99,21/03/2016
6,7,TABLET10,17/09/2024
4,8,TV42,05/11/2012
3,10,CELULAA01,25/09/2025
4,6,DRONE99,23/12/2012
2,10,TV42,08/08/2015
5,4,AIRE2200,13/04/2013
4,3,LAPTOP15,15/12/2025
2,8,CONSOLA9,23/03/2017
5,8,TABLET10,21/07/2015
11,7,CELULAA01,02/03/2025
4,8,TV42,23/10/2018
6,7,AIRE2200,23/12/2020
2,4,IMPRES33,10/03/2013
4,10,CELULAA01,14/12/2022
9,9,TV42,08/03/2024
2,9,TV42,11/01/2016
5,7,TV42,31/01/2024
4,6,TABLET10,17/04/2019
5,9,AIRE2200,01/06/2018
3,10,DRONE99,20/02/2020
4,8,CONSOLA9,11/09/2011
5,4,SMARTWAT,18/03/2024
7,10,CONSOLA9,02/02/2012
6,1,TABLET10,14/01/2019
5,5,LAPTOP15,25/07/2021
7,3,LAPTOP15,29/03/2016
5,3,LAPTOP15,01/08/2025
9,7,TV42,12/04/2018
5,8,CAMARAHD,13/03/2020
5,7,TABLET10,12/12/2020
8,5,CELULAA01,05/05/2017
4,10,TV42,20/01/2023
2,8,SMARTWAT,21/01/2010
5,5,IMPRES33,03/02/2012
3,5,TABLET10,13/04/2020
2,4,TV42,28/03/2024
5,6,CELULAA01,23/11/2024
8,11,IMPRES33,22/08/2025
3,5,TV42,13/01/2018
4,8,TV42,03/06/2011
11,7,AIRE2200,27/12/2021
4,8,AIRE2200,03/12/2018
7,9,DRONE99,20/11/2014
1,8,TV42,21/08/2019
3,6,DRONE99,02/10/2014
2,2,LAPTOP15,04/02/2021
6,9,TV42,09/01/2016
3,6,DRONE99,29/03/2017
5,7,CONSOLA9,12/05/2016
8,6,LAPTOP15,29/07/2017
8,9,AIRE2200,11/04/2022
2,3,CONSOLA9,18/12/2022
6,14,CAMARAHD,05/12/2012
7,6,CELULAA01,12/09/2022
3,6,IMPRES33,19/11/2020
4,9,IMPRES33,16/09/2017
8,7,DRONE99,23/04/2025
6,9,SMARTWAT,01/02/2011
5,10,AIRE2200,12/01/2011
2,8,CONSOLA9,26/03/2012
6,11,LAPTOP15,17/01/2024
5,5,CELULAA01,22/04/2020
8,10,AIRE2200,14/05/2010
3,5,DRONE99,14/10/2012
5,7,TV42,18/07/2013
4,10,TV42,25/11/2019
7,8,SMARTWAT,28/03/2020
9,6,TV42,06/01/2010
6,6,CELULAA01,06/08/2019
13,13,DRONE99,16/07/2014
3,9,IMPRES33,11/06/2025
7,10,AIRE2200,16/12/2012
5,9,CAMARAHD,30/07/2024
6,6,DRONE99,08/10/2016
11,8,CELULAA01,26/07/2013
7,6,TV42,23/02/2016
4,7,IMPRES33,04/02/2012
8,5,LAPTOP15,06/09/2024
6,4,IMPRES33,31/01/2018
4,8,LAPTOP15,14/08/2015
4,4,DRONE99,07/11/2011
7,7,CELULAA01,05/05/2018
8,7,IMPRES33,26/11/2024
3,7,CONSOLA9,21/07/2024
8,9,TABLET10,17/09/2013
6,10,DRONE99,01/03/2011
8,11,TABLET10,21/11/2018
3,5,CELULAA01,12/01/2024
3,9,TV42,07/11/2016
7,7,TABLET10,08/09/2025
6,9,LAPTOP15,03/04/2015
6,5,IMPRES33,18/08/2019
4,5,LAPTOP15,13/09/2024
3,4,DRONE99,18/01/2012
7,8,CONSOLA9,13/10/2025
7,7,CONSOLA9,19/02/2012
7,8,SMARTWAT,09/01/2010
5,6,CAMARAHD,15/10/2014
4,10,TABLET10,11/09/2020
4,5,CELULAA01,01/10/2011
7,6,CONSOLA9,23/12/2012
5,5,AIRE2200,26/04/2023
4,6,LAPTOP15,27/01/2015
3,4,LAPTOP15,26/08/2021
3,4,DRONE99,02/04/2025
3,4,CELULAA01,25/12/2019
6,13,SMARTWAT,18/03/2010
5,8,CAMARAHD,08/03/2010
5,7,DRONE99,08/08/2025
4,5,CELULAA01,15/09/2017
8,7,TV42,14/09/2012
7,8,CAMARAHD,22/06/2019
4,9,CAMARAHD,26/07/2025
3,8,DRONE99,18/12/2012
4,9,CONSOLA9,18/09/2020
7,10,CELULAA01,04/08/2011
9,6,IMPRES33,19/02/2015
8,6,CAMARAHD,05/08/2018
3,5,TV42,02/01/2012
5,7,CELULAA01,19/04/2012
6,9,TABLET10,25/04/2012
7,8,CELULAA01,10/01/2017
6,8,CAMARAHD,31/03/2018
5,7,SMARTWAT,17/09/2016
8,8,LAPTOP15,28/01/2013
7,5,CAMARAHD,02/08/2018
4,8,TABLET10,26/12/2012
6,7,TV42,22/05/2024
9,3,LAPTOP15,10/03/2025
6,1,AIRE2200,16/03/2013
5,6,IMPRES33,15/07/2011
4,11,AIRE2200,24/11/2021
3,4,DRONE99,20/08/2022
0,9,CONSOLA9,11/03/2010
6,2,LAPTOP15,09/09/2023
3,5,AIRE2200,30/07/2024
4,11,TV42,06/09/2013
4,6,LAPTOP15,15/11/2019
8,10,CELULAA01,16/11/2017
3,5,DRONE99,12/10/2014
4,2,CONSOLA9,02/02/2024
2,4,CELULAA01,25/05/2013
5,5,TABLET10,27/03/2019
7,7,TABLET10,26/10/2023
9,4,IMPRES33,26/05/2025
8,8,TABLET10,04/12/2019
10,6,IMPRES33,15/11/2014
6,8,DRONE99,12/12/2011
14,3,TABLET10,03/04/2012
3,6,CELULAA01,20/02/2013
6,9,LAPTOP15,05/10/2012
8,5,DRONE99,23/03/2023
4,8,DRONE99,12/08/2018
6,7,TV42,19/11/2017
8,5,SMARTWAT,19/08/2019
9,7,DRONE99,20/01/2017
6,7,SMARTWAT,19/02/2013
9,8,CELULAA01,23/07/2015
1,5,TABLET10,18/03/2016
6,8,AIRE2200,16/06/2024
6,8,TV42,22/11/2011
7,6,CONSOLA9,26/07/2015
4,6,CELULAA01,31/05/2022
13,6,CAMARAHD,25/06/2023
3,8,CELULAA01,17/06/2023
5,8,AIRE2200,18/08/2023
4,10,TABLET10,23/05/2016
4,8,LAPTOP15,27/06/2025
8,4,TABLET10,08/08/2010
3,7,TABLET10,07/10/2024
2,6,CELULAA01,07/10/2016
4,7,DRONE99,11/08/2014
5,7,CAMARAHD,12/08/2021
5,11,TV42,12/08/2023
6,4,IMPRES33,06/06/2021
7,6,CELULAA01,26/03/2014
6,6,TABLET10,15/10/2018
4,8,CONSOLA9,18/08/2016
10,5,CONSOLA9,29/06/2024
7,6,SMARTWAT,24/03/2011
5,9,AIRE2200,15/05/2015
2,7,TABLET10,06/02/2021
5,4,LAPTOP15,28/08/2018
4,9,AIRE2200,12/07/2012
3,4,DRONE99,29/05/2015
2,10,LAPTOP15,16/03/2021
2,10,TV42,24/04/2024
6,6,CAMARAHD,28/04/2023
12,8,TV42,05/08/2011
7,5,IMPRES33,06/11/2021
1,11,DRONE99,09/04/2010
8,6,TABLET10,06/02/2018
4,5,SMARTWAT,05/02/2017
3,7,CONSOLA9,17/12/2012
10,7,TABLET10,04/09/2018
2,9,CAMARAHD,01/10/2022
7,8,CONSOLA9,10/06/2019
3,6,SMARTWAT,13/03/2018
5,7,IMPRES33,03/04/2022
5,4,LAPTOP15,26/04/2025
9,6,CONSOLA9,16/11/2013
2,6,DRONE99,25/07/2020
7,8,IMPRES33,21/08/2011
5,4,TABLET10,17/05/2010
6,11,DRONE99,05/03/2023
4,9,CONSOLA9,08/07/2011
5,2,AIRE2200,23/04/2010
6,6,IMPRES33,18/11/2015
10,6,LAPTOP15,03/11/2014
7,9,TV42,23/11/2010
2,10,CONSOLA9,11/05/2011
7,9,CAMARAHD,05/12/2018
5,2,TABLET10,13/05/2021
9,5,CAMARAHD,04/06/2016
4,11,SMARTWAT,06/02/2024
7,8,IMPRES33,25/12/2025
3,9,TV42,28/03/2021
7,7,CELULAA01,27/04/2019
6,7,LAPTOP15,02/07/2019
3,6,AIRE2200,28/09/2025
5,9,CONSOLA9,09/01/2019
4,4,DRONE99,07/11/2011
7,8,AIRE2200,14/05/2024
6,8,DRONE99,13/01/2022
3,5,CELULAA01,22/01/2022
3,3,CONSOLA9,26/10/2023
2,5,TV42,04/06/2013
6,6,TABLET10,23/03/2016
5,11,CELULAA01,16/11/2011
6,9,DRONE99,13/12/2016
5,4,DRONE99,10/10/2011
6,7,DRONE99,20/06/2021
3,15,CELULAA01,23/07/2014
5,11,DRONE99,26/06/2013
8,8,CAMARAHD,12/01/2022
6,6,DRONE99,30/04/2017
4,6,IMPRES33,06/10/2018
4,10,TV42,26/02/2023
2,6,TV42,24/03/2024
6,4,TABLET10,29/07/2024
10,8,TV42,11/04/2025
5,4,IMPRES33,04/06/2024
3,8,IMPRES33,26/06/2011
7,9,SMARTWAT,15/12/2016
6,10,LAPTOP15,02/09/2025
5,7,TABLET10,24/10/2019
6,6,TABLET10,09/05/2015
1,6,CONSOLA9,20/04/2011
5,8,AIRE2200,26/06/2015
4,6,AIRE2200,08/12/2011
9,8,DRONE99,30/09/2019
9,5,CELULAA01,08/08/2012
6,8,SMARTWAT,03/03/2020
9,6,TV42,25/09/2023
7,8,TV42,28/08/2023
2,5,CELULAA01,27/03/2011
3,9,TV42,08/12/2016
4,4,TV42,09/12/2024
5,9,CELULAA01,04/10/2024
8,10,IMPRES33,09/12/2013
4,6,AIRE2200,05/09/2012
4,7,TABLET10,14/04/2010
4,7,SMARTWAT,17/11/2025
3,6,LAPTOP15,29/01/2013
2,9,CAMARAHD,25/09/2025
5,8,CONSOLA9,03/04/2010
9,9,TV42,04/09/2013
6,11,TABLET10,18/02/2021
3,16,CAMARAHD,11/10/2017
4,6,CONSOLA9,24/09/2021
3,11,TABLET10,08/08/2021
4,7,SMARTWAT,25/10/2015
3,9,CELULAA01,29/09/2013
5,2,CELULAA01,05/05/2018
6,6,CONSOLA9,05/11/2012
8,11,DRONE99,11/01/2016
2,4,LAPTOP15,25/08/2012
6,4,TV42,29/08/2010
4,5,AIRE2200,07/07/2017
5,7,SMARTWAT,19/08/2019
5,6,TABLET10,07/02/2016
7,7,DRONE99,01/10/2021
7,4,TV42,08/06/2011
6,9,AIRE2200,25/11/2015
5,4,LAPTOP15,23/12/2025
2,4,CELULAA01,07/12/2022
0,5,CAMARAHD,28/01/2024
4,8,LAPTOP15,24/09/2011
4,11,DRONE99,16/02/2021
2,7,TABLET10,17/03/2020
5,9,CONSOLA9,16/06/2021
8,9,SMARTWAT,29/01/2018
5,11,AIRE2200,31/03/2011
7,5,SMARTWAT,16/03/2021
7,4,SMARTWAT,18/09/2022
6,8,CONSOLA9,29/09/2013
6,4,LAPTOP15,01/04/2018
5,7,CAMARAHD,12/07/2013
5,7,DRONE99,21/09/2015
4,7,DRONE99,22/04/2012
10,17,IMPRES33,15/11/2022
2,9,AIRE2200,13/02/2025
8,8,CONSOLA9,02/08/2012
2,5,CELULAA01,15/02/2015
4,6,AIRE2200,31/05/2021
7,12,CAMARAHD,22/01/2010
3,10,IMPRES33,27/12/2010
6,4,IMPRES33,11/04/2010
10,13,TABLET10,27/06/2015
5,7,CONSOLA9,12/01/2011
4,5,AIRE2200,31/07/2020
4,6,DRONE99,01/03/2018
7,6,IMPRES33,04/08/2018
4,4,TV42,14/05/2013
1,10,CELULAA01,06/01/2014
4,11,TABLET10,17/10/2010
2,11,IMPRES33,27/05/2022
12,6,TV42,15/09/2024
4,8,CONSOLA9,29/05/2019
7,4,DRONE99,14/01/2015
8,7,LAPTOP15,21/03/2017
6,8,TV42,27/07/2015
8,11,CONSOLA9,03/05/2019
4,11,SMARTWAT,05/03/2017
