valor_1,valor_2,codigo,fecha
394,5183,BX088,31/01/2021
740,9903,HX533,17/10/2016
891,5797,LX354,14/08/2024
412,7178,LT614,20/08/2015
711,7446,VK749,31/03/2015
937,9048,AE805,09/07/2022
908,3644,BT738,01/10/2015
281,5968,PN747,18/08/2010
785,4716,QN918,26/09/2019
927,2190,QH194,17/03/2017
463,7319,GJ479,27/08/2012
287,3335,PD564,13/07/2011
668,6803,VY820,07/08/2013
642,5106,QR042,17/04/2011
695,2378,MU124,09/03/2010
763,6482,VN940,08/06/2019
647,5829,PJ382,03/03/2010
824,8380,IH204,25/06/2018
507,2615,EA192,03/06/2011
975,7638,CE308,12/10/2018
717,4330,TD802,15/07/2010
513,8144,WO748,18/11/2018
441,3754,BX702,22/03/2024
319,2463,WQ414,03/05/2019
262,9397,BT353,12/09/2025
319,2966,BJ636,08/11/2020
369,6267,DU938,27/03/2013
731,5158,LD615,07/11/2023
947,5624,BK769,07/02/2017
499,7242,NQ548,30/06/2019
281,6938,DX880,05/10/2015
717,7417,FL939,26/01/2017
828,8004,NK612,30/05/2012
304,2689,XQ806,04/07/2024
681,4622,WU725,08/06/2022
655,7603,MN591,17/11/2019
940,4212,DR989,22/12/2015
912,8120,TE287,22/10/2016
327,7818,ZD749,13/02/2020
795,2382,IG914,07/04/2013
718,4256,GW914,01/02/2022
695,5810,ZI877,25/05/2017
949,5503,KT676,21/12/2014
349,3412,WK887,18/04/2020
974,3583,DI538,01/04/2012
540,8367,RB890,07/05/2014
632,8146,HJ219,04/03/2022
295,2371,VO956,12/06/2010
789,7806,VY687,10/08/2014
618,7565,ND603,14/08/2010
169,2610,BF069,13/06/2018
738,2115,PB508,14/07/2023
498,9437,BR759,08/04/2016
771,2446,XG705,21/04/2012
859,3391,FZ332,08/01/2015
302,5324,IU625,24/06/2024
247,3340,MK301,03/12/2011
571,6510,QF921,08/06/2023
754,9262,NI538,03/07/2023
298,7904,BK378,23/05/2016
525,4939,JL283,15/09/2012
765,7143,TJ947,13/09/2019
591,5699,US066,25/08/2020
987,8806,PX353,18/08/2018
995,7969,GV101,09/02/2024
241,3073,YV162,11/11/2022
412,9669,MA732,18/08/2021
264,6813,VL198,26/10/2011
413,5569,IM230,05/10/2025
120,7454,RI675,23/03/2021
181,5150,JM036,14/11/2020
680,3605,TT656,04/12/2016
230,9194,NA307,09/07/2012
698,8414,QL977,01/11/2023
829,6657,NP119,30/07/2023
404,8947,NY999,13/02/2018
470,4294,AO664,05/07/2017
956,9943,WN510,05/02/2025
952,5662,NR739,14/12/2018
483,6482,DP446,02/08/2017
544,6797,VZ078,26/07/2025
524,8702,WY125,16/02/2011
260,7068,YG472,23/07/2025
277,7480,ZU520,03/04/2016
728,2983,JX170,26/06/2025
807,7607,DT407,12/12/2020
994,2351,PF392,19/08/2021
589,3724,FT409,25/01/2013
426,3951,UI311,15/11/2019
697,3279,JN593,03/11/2013
388,9389,OS470,24/09/2024
692,3907,BS104,12/05/2023
763,6848,JI281,01/11/2010
672,8924,YK192,26/08/2012
672,3024,RX794,22/08/2011
453,2545,NK165,09/11/2020
127,7565,DB093,30/06/2018
142,6174,CY444,10/08/2017
780,7355,OU054,21/07/2025
522,4381,OY742,21/07/2022
697,2888,VQ176,08/02/2025
276,9516,AG175,01/07/2015
628,9265,ZJ010,28/02/2025
709,3105,YU207,25/06/2020
593,4549,FT367,30/09/2023
297,3990,YY607,18/01/2015
709,7596,QA232,09/01/2012
676,5998,QJ905,26/09/2018
941,5775,MS338,23/08/2019
952,4812,SB134,10/08/2010
616,2920,GQ615,20/03/2020
613,6645,UG670,13/02/2016
121,4061,BS032,23/10/2016
211,6487,AC547,10/12/2018
156,9514,SB055,02/03/2014
165,8453,BS154,26/09/2024
941,8529,UF559,03/06/2020
197,9376,CE381,08/11/2022
243,7476,RC892,13/05/2017
979,7069,SA290,24/10/2022
534,9768,BW298,29/12/2025
736,5639,NC812,17/09/2022
778,5165,NI274,25/08/2013
185,9260,IH145,10/05/2025
687,6435,VE006,01/12/2023
443,4644,YX221,01/09/2023
393,9612,TU476,17/12/2018
670,6852,PO550,17/02/2011
749,3045,NX022,28/12/2023
710,8434,FA878,28/11/2011
803,5556,GN403,23/01/2011
342,9951,HX497,12/03/2012
930,8449,HY196,09/02/2017
660,4681,TT505,01/10/2021
131,5199,AB217,06/07/2020
490,8768,HL460,30/05/2024
376,2938,CV245,31/05/2022
631,9440,JR075,24/11/2016
253,6943,ET998,29/07/2022
482,2441,BE416,10/09/2020
167,4550,RU859,05/02/2015
977,6225,AS930,16/12/2016
983,9299,DD718,28/02/2015
313,2596,RB721,07/03/2012
754,8054,NH173,03/03/2025
475,3505,DO581,11/02/2022
843,2861,TL665,17/05/2014
312,9557,JC868,14/04/2017
178,4640,AB764,28/12/2017
825,7094,AV243,21/02/2016
727,8468,TU081,04/11/2017
703,9236,AH009,31/01/2024
881,5731,HU806,07/06/2020
480,8591,CR467,06/04/2011
779,3551,KF308,17/11/2021
157,8962,ME003,11/04/2019
895,7736,SJ325,03/01/2013
125,5236,AY063,29/10/2019
980,7607,VJ490,09/08/2017
546,3736,AC561,25/11/2010
165,8852,HG251,03/08/2016
859,3449,TT284,26/06/2010
353,9864,DZ142,31/07/2012
998,7953,RD793,10/07/2025
143,2264,KQ624,23/04/2018
196,4659,JI073,28/04/2015
653,9509,DG950,21/11/2018
326,8975,CD160,17/06/2011
873,9893,LF928,22/08/2025
778,9445,DO301,11/11/2012
535,4721,KR271,12/12/2020
890,3462,PY749,25/05/2023
700,6252,YZ268,14/10/2022
478,3445,GH778,21/04/2015
277,4298,GE163,06/11/2011
526,4925,PM649,12/09/2011
808,3632,RD349,01/12/2014
406,8673,PW876,12/12/2020
878,4374,LF358,09/11/2014
603,9104,NQ392,18/03/2012
367,6990,FJ203,12/04/2019
685,8240,KX435,23/09/2024
107,2512,BR603,30/12/2011
607,2215,VR947,16/01/2012
575,9299,WC684,12/11/2021
396,5331,QC501,26/09/2020
263,4172,DL332,01/10/2012
584,5153,KZ809,29/01/2025
696,9450,KR178,09/08/2011
171,3706,WR671,20/03/2017
666,4106,HW400,25/10/2017
658,3567,QO626,31/07/2015
337,4208,TR865,16/10/2021
203,4331,VB584,17/05/2024
309,4153,LY345,28/05/2024
653,3128,VA324,05/05/2020
927,5510,NG629,21/04/2011
567,6323,MR732,03/11/2020
553,9867,IG184,28/03/2018
367,5653,TZ165,30/12/2013
485,4365,FJ875,16/03/2024
874,7583,JI061,30/05/2015
947,6897,PV295,06/07/2010
486,7718,SY593,29/05/2020
976,8001,VM058,09/10/2023
358,4921,II647,09/05/2015
382,6567,PX789,28/04/2019
725,3079,SG311,25/08/2012
974,8768,IF348,17/03/2021
139,8156,QP527,05/11/2023
585,5511,EC572,30/03/2023
319,7137,XK073,14/08/2016
228,4741,YK797,06/04/2014
619,5020,VZ399,07/09/2024
712,8256,QP704,11/11/2010
991,2228,VA021,25/07/2010
787,2170,FU354,25/04/2012
718,2294,RY111,25/02/2020
712,6284,GG378,19/10/2023
359,2425,TT591,12/05/2017
465,7072,WJ477,18/02/2024
857,7198,DO898,31/05/2015
886,8801,QO840,02/05/2020
643,2918,VQ624,06/10/2013
748,5253,PI386,27/07/2011
623,2498,DP925,30/04/2023
913,7917,AG070,23/01/2020
986,4809,OE142,08/02/2021
115,6961,CB986,17/10/2016
228,2825,CR161,03/07/2017
674,5779,UC866,20/07/2016
208,3858,OH381,04/02/2014
986,4118,DF253,03/04/2017
632,8391,SJ992,27/01/2018
769,2145,OI204,19/02/2012
368,7737,LP957,27/01/2012
261,9942,DO315,18/04/2019
359,7415,CK717,13/05/2020
201,8725,PE396,05/05/2018
605,6565,GJ395,02/03/2011
834,5577,KP433,18/07/2021
670,2192,AV146,12/11/2014
346,7187,VJ500,07/08/2010
739,8637,ID264,02/12/2021
894,5888,AT114,24/07/2015
936,2051,QF861,09/07/2024
636,9025,ML213,31/01/2023
230,4410,LC729,31/07/2015
452,3820,CP686,04/02/2016
295,4964,SU853,21/02/2014
892,4521,NZ985,26/08/2025
765,3869,BS077,23/12/2018
481,4568,ZD544,05/04/2014
744,7882,RZ528,22/03/2015
326,7550,PY380,30/05/2021
800,3867,JL540,17/10/2024
575,9465,JC944,31/01/2012
576,9602,TF534,01/04/2014
364,9863,DF013,16/03/2014
471,4738,GG263,10/12/2021
585,5269,GU288,25/11/2011
533,5199,QG038,07/07/2011
745,4579,PE588,11/06/2019
310,8103,BW479,03/08/2019
671,7530,ZW544,29/04/2024
476,6005,GK024,30/09/2016
494,6935,AM110,24/08/2011
549,9232,KE093,06/07/2013
463,9861,GE015,28/04/2010
975,2240,CC714,13/03/2010
556,5440,DU422,18/04/2024
824,6631,YH298,05/06/2024
827,3407,YM549,22/11/2011
325,5502,ZQ713,12/10/2024
230,6038,EA614,07/11/2012
687,2082,NT886,13/01/2011
575,7077,UU344,24/11/2018
897,9998,KU151,09/05/2014
376,5768,HY042,28/04/2017
255,2950,FU684,03/01/2021
859,9995,MU423,17/11/2011
317,2610,SO116,12/04/2010
289,6669,UZ210,27/09/2025
516,8429,NG958,23/07/2013
774,7084,EV594,13/10/2015
791,5605,IG260,19/05/2014
645,6554,ND654,18/11/2024
140,5283,EL154,16/04/2015
406,4173,SO917,19/11/2018
437,5484,VC571,26/06/2024
413,3522,GQ073,25/02/2017
174,8568,QP808,27/01/2011
378,4601,KQ413,02/08/2017
275,4657,YF571,25/12/2024
995,8080,AW661,16/06/2014
761,7662,IE298,27/03/2020
372,9325,CQ982,09/04/2020
936,4159,HL452,02/07/2019
719,4449,KK155,30/06/2012
750,5830,JS992,20/01/2017
961,2121,RQ678,14/02/2021
882,6368,WX942,13/09/2018
958,3317,KC518,26/04/2024
388,6493,GI580,01/04/2023
823,4518,OP469,28/03/2018
992,7080,VC226,18/07/2021
371,3230,BH741,12/02/2011
165,3133,VS997,12/04/2023
582,9607,LG385,23/01/2020
347,3301,TZ095,18/12/2015
255,6034,TK220,22/08/2023
146,9735,IT691,23/04/2020
553,3910,JI049,30/09/2016
300,8712,DX686,14/06/2018
759,3505,GO348,03/05/2017
223,9970,AA382,05/07/2015
100,5185,EA001,28/10/2024
858,3916,EC723,18/09/2025
954,9040,ZC103,31/07/2020
739,6915,BM235,06/12/2023
290,8996,PN505,19/01/2021
678,5548,UQ599,16/06/2020
615,4757,FO478,27/06/2010
541,3956,CH599,03/08/2020
914,8464,FO907,30/01/2012
905,2178,MJ892,28/02/2011
242,2896,SB938,01/12/2011
290,8362,QB173,05/05/2016
632,8932,PC299,17/09/2019
326,8068,RK643,25/12/2014
412,3551,DQ982,02/09/2011
728,2491,YT031,13/03/2018
401,2060,LR603,12/11/2012
753,3077,EM660,12/03/2012
559,7799,LB385,25/02/2010
500,8681,BW994,05/01/2015
650,4895,QF831,26/07/2012
492,9131,VD976,09/02/2020
966,6160,VQ393,25/02/2012
863,5683,PK451,07/01/2020
944,2585,QQ584,08/10/2015
306,7823,AW531,16/06/2010
309,8314,IS337,17/03/2024
214,9440,XP687,13/08/2022
836,5960,BM642,09/09/2022
745,5770,WW778,01/09/2024
350,2534,QA415,12/08/2013
318,5462,LM832,20/11/2019
506,6011,AM343,11/12/2020
542,8836,VL735,06/08/2018
702,5398,KG633,21/08/2024
453,4155,CO879,29/11/2025
987,7966,AE442,17/03/2017
657,9329,FT000,29/01/2015
649,8957,GX436,16/09/2021
241,3004,OR195,27/01/2010
711,4499,VL767,24/04/2012
600,7325,DM329,09/09/2012
939,8733,SO979,16/06/2010
801,7135,GS200,26/04/2017
646,2326,HJ969,21/03/2014
758,6703,TS276,27/09/2024
641,4706,NJ832,24/08/2021
945,2001,AT309,24/06/2023
606,3033,SC893,30/01/2018
695,4481,SQ492,02/06/2023
980,2124,ZJ272,02/02/2023
380,3104,RG113,09/06/2022
523,8628,EI136,07/05/2014
955,4699,HL448,17/08/2013
369,3861,NX994,07/08/2016
253,7269,UD709,25/08/2020
713,8943,ML409,16/01/2022
826,4920,RM431,29/05/2025
761,9507,JQ114,24/05/2011
182,2128,JS428,22/09/2023
721,2437,XP431,05/11/2022
998,6846,SG206,16/04/2017
525,4548,HO232,05/08/2016
374,5129,KA643,19/07/2018
812,3221,BE528,16/11/2014
383,8354,TE889,13/06/2025
272,2901,YC558,14/11/2014
426,8188,TM745,11/11/2020
817,5168,PP937,18/10/2023
162,7398,OU519,22/03/2019
172,8678,NA766,03/02/2025
862,7529,TI054,15/06/2011
735,8604,PY534,24/03/2024
474,6486,WA635,17/12/2024
732,5918,OJ610,19/07/2020
607,3067,VN253,06/09/2024
886,2026,SB647,12/12/2021
497,8937,AC779,01/08/2010
219,9264,FH789,14/04/2024
536,9118,JP291,27/02/2011
928,2547,VO380,18/12/2019
775,4668,HF054,07/07/2014
564,2566,WV524,07/08/2023
385,2703,JM990,21/02/2011
364,7338,KB504,19/11/2020
419,6280,WV466,19/12/2012
772,5140,TL416,08/01/2023
475,9996,VX910,01/05/2011
919,9297,IG837,10/02/2020
188,3590,VX808,20/02/2016
753,8009,JB071,31/05/2015
302,9776,CD592,20/12/2021
920,6943,FB826,26/12/2022
838,6694,NQ740,29/01/2025
433,2805,GZ999,07/08/2018
321,9798,FE909,07/11/2018
140,5791,GS722,13/12/2018
807,3357,EY105,07/06/2025
167,5225,ZI575,26/12/2020
875,5618,JY516,13/03/2018
613,4126,RY249,13/10/2010
972,8722,NT347,25/09/2010
736,7974,SM715,07/05/2014
721,4460,FR961,27/02/2010
697,2545,AQ097,08/01/2022
731,7728,DT826,18/11/2023
226,8312,BG829,05/02/2022
354,4728,KD220,25/04/2023
794,5734,HX462,22/06/2024
115,8726,WN521,02/07/2010
576,4562,JF893,17/01/2015
161,9481,NP888,08/05/2010
980,4079,AY569,17/03/2025
531,8430,RE901,17/06/2011
769,4641,WO092,01/12/2020
367,5114,TA971,11/04/2012
134,3926,AY711,06/06/2011
878,2616,JY090,08/04/2022
675,9168,IV405,05/11/2010
593,5644,YL038,26/11/2010
661,8413,TI967,04/07/2011
568,3203,IE596,30/04/2025
866,3759,AY231,25/11/2010
760,4565,TK237,16/10/2015
424,5174,GX103,08/12/2017
403,5081,YN876,12/05/2015
375,4630,QY068,22/10/2012
968,5161,BH774,21/08/2025
783,6321,EH522,14/05/2022
300,2669,MN879,21/05/2021
544,7859,AL514,06/01/2023
423,7012,CW776,19/05/2012
134,8269,RM572,26/01/2022
581,9099,NC978,24/08/2022
827,9376,CS321,15/02/2017
579,5168,AH018,04/10/2024
164,4121,YO818,06/03/2024
107,9794,WA362,11/09/2014
400,7310,TT405,14/06/2025
442,6078,AX414,20/07/2011
530,7801,YA212,30/03/2011
523,7938,XQ352,28/07/2019
431,8079,RJ920,24/02/2025
537,9883,TK989,01/12/2014
687,6151,BT523,16/12/2021
273,2719,RO680,11/11/2010
658,4600,TH566,25/01/2019
626,8175,JB383,01/06/2016
972,5598,AC195,02/04/2012
758,6669,NR220,13/07/2015
125,2666,ZZ704,28/02/2011
919,2283,LO726,19/02/2021
704,7840,BU209,11/11/2020
505,5903,YM394,24/12/2012
331,5565,TS323,29/12/2020
632,4234,TR392,04/10/2011
918,6593,RL487,02/09/2023
649,3465,SI462,06/03/2010
887,2129,QK714,13/02/2020
604,6734,IF368,28/02/2024
768,9459,PL261,31/05/2011
278,8257,JX902,18/07/2022
231,9366,JN938,17/03/2018
922,4060,YM260,20/09/2021
554,9438,RU304,01/06/2016
447,5672,RF919,20/05/2023
639,9382,LD692,27/10/2018
871,8587,YZ405,26/02/2016
505,9957,JB395,16/06/2015
175,9679,IP290,04/11/2018
678,4494,YG047,27/03/2019
953,7081,OZ317,05/02/2019
591,2992,WF410,02/01/2017
293,8858,KE559,09/03/2014
261,4121,PK339,01/06/2020
446,4584,SR152,26/04/2023
460,6196,ZT261,25/11/2014
868,4223,KP139,25/09/2024
683,6522,VT733,08/09/2025
186,5188,HR664,26/12/2012
361,5237,QA690,02/09/2025
313,6136,LC891,14/01/2024
764,6524,JZ868,25/11/2021
821,2343,YK450,28/10/2021
672,9591,YA986,11/01/2014
879,6461,ZV430,22/09/2017
361,9287,CY699,09/09/2015
829,6704,FD542,12/06/2013
382,8800,HT282,18/09/2011
747,6823,PH337,15/03/2014
566,4276,WH768,20/02/2010
479,6920,XN757,24/03/2022
461,5201,ZX320,10/06/2016
548,7471,CM542,22/02/2021
540,2888,GP954,03/04/2025
192,4043,EB453,25/02/2011
720,3341,UT470,26/06/2011
852,9127,FE979,08/07/2011
966,5720,SC336,11/05/2018
523,4883,KS493,22/02/2012
241,9504,KP554,04/01/2025
390,7392,ZJ107,18/08/2015
531,6212,OF080,17/08/2024
848,8961,HR409,13/02/2016
951,4415,GI264,22/09/2023
923,3117,MU843,30/09/2024
788,6263,IL677,12/03/2023
752,5001,JG754,21/04/2016
800,3738,HE170,23/10/2020
148,3364,DR338,05/04/2015
401,4708,TP220,15/06/2010
980,6790,QL193,01/05/2025
289,2924,UF340,27/10/2022
235,2151,AY826,06/06/2024
654,2585,ET989,14/07/2011
503,2912,TD874,09/04/2011
991,4321,RI571,19/11/2020
964,7673,CE610,07/09/2018
701,2495,JO293,25/01/2012
906,5795,NX167,06/09/2024
440,4148,DW833,04/11/2021
856,2556,FU070,07/10/2023
803,7201,BM893,01/08/2018
417,3552,WL068,19/08/2018
717,4120,HU319,24/11/2021
462,5085,CG022,01/11/2020
921,5504,GJ717,11/03/2018
481,2156,NC613,09/07/2018
332,2734,UP654,05/02/2022
876,8275,WP542,26/09/2015
443,9505,XS334,09/05/2022
648,9162,TN292,27/12/2018
916,7523,JO174,21/03/2012
652,9543,FE749,13/02/2013
628,6654,NW577,12/12/2015
955,8250,OE285,26/12/2017
888,9787,US660,15/02/2021
918,8408,RF506,30/04/2020
670,5276,WP708,18/12/2011
282,9246,VX457,14/11/2015
140,2154,NB123,25/07/2024
650,9950,AP432,21/08/2015
496,9131,TH185,03/11/2011
803,2996,CR052,15/07/2018
878,4294,TK928,23/08/2014
593,6626,OJ285,23/04/2022
758,4905,PE633,13/05/2023
432,8067,XG388,06/10/2020
226,8681,ZI315,16/09/2012
657,6824,OF244,05/03/2012
656,3177,DB794,20/03/2019
100,2153,YQ091,02/12/2018
267,9853,AA108,15/03/2019
719,6187,VK310,13/03/2011
118,9600,GG547,12/08/2020
431,8481,RY315,02/01/2019
683,7599,BS610,02/05/2010
555,3716,HA851,19/11/2015
208,5202,NG452,11/04/2014
367,8593,LY166,02/02/2013
544,8112,GD720,21/12/2017
339,4857,SZ946,29/08/2025
400,2786,GG197,17/01/2025
701,6368,SS823,26/10/2011
202,8123,IA675,24/11/2025
349,8731,EU914,08/08/2024
552,6272,FN411,11/06/2011
619,5767,HP702,29/02/2012
252,4878,LW719,08/06/2010
958,2642,YA496,03/12/2014
273,7994,AJ272,17/01/2021
442,9216,AV553,20/05/2014
769,6662,IY604,08/06/2021
530,2665,NF262,22/04/2012
826,5426,DQ037,27/11/2010
788,5783,JE490,10/04/2015
786,7427,IM984,27/05/2010
951,9011,HD024,17/02/2013
949,5701,JY278,21/07/2022
757,7894,PE490,11/05/2016
423,3069,DZ020,29/09/2014
772,4349,CK055,08/02/2013
738,9011,HF810,11/08/2014
519,9055,QR574,30/09/2019
693,6503,PC213,29/08/2016
584,3212,NZ544,11/10/2023
758,8965,WY423,30/06/2018
850,7949,GR784,29/02/2012
511,3152,RJ355,10/05/2013
183,8704,OE026,13/05/2025
212,9704,YW847,16/03/2011
836,9433,HO912,02/05/2017
431,7237,XG046,05/07/2016
477,4511,PV193,29/01/2018
854,2143,ZA410,01/10/2014
754,4489,BQ155,20/12/2011
140,9367,BS903,26/06/2019
869,5228,BU532,30/06/2017
896,6582,ND026,29/03/2020
204,6955,AO504,18/08/2025
301,5205,YK800,28/07/2010
549,8031,PR714,20/09/2015
918,6243,WN418,15/10/2024
942,7455,FG784,22/01/2021
365,5142,BH228,30/07/2021
309,5304,BB704,23/08/2019
662,3357,ZB163,11/11/2012
217,8954,HF669,31/07/2020
812,4713,QL266,23/05/2017
476,6185,BM945,01/04/2021
650,3357,IE126,19/02/2025
639,6294,MC593,01/02/2024
870,9328,WW282,14/11/2013
183,6633,LC225,10/04/2012
553,5192,WT758,11/05/2024
766,2300,NL385,18/02/2013
728,2723,WM785,06/05/2015
613,7694,MV297,16/10/2016
704,5010,MC927,27/03/2021
777,7555,ZH979,03/05/2021
486,2067,BT949,07/09/2017
449,5836,QX297,23/06/2013
395,5993,PH391,06/08/2024
357,4506,SQ114,23/04/2013
180,3537,SH494,12/10/2022
367,2397,LL658,08/01/2011
518,6715,UQ290,15/08/2019
334,5357,FB256,01/11/2010
932,7680,GR672,07/06/2020
410,3163,KJ298,02/03/2012
912,6825,TB977,04/07/2010
456,2555,DJ673,08/06/2010
312,8048,IL632,07/10/2024
673,8924,UC025,04/01/2017
148,5661,VO637,04/10/2022
226,3751,OO553,21/11/2014
322,4941,RH655,18/08/2020
378,4657,SJ404,28/07/2015
507,4795,BS675,05/07/2012
604,4329,VN154,12/01/2024
393,8804,KA774,04/04/2023
895,9067,RX999,30/05/2017
376,9983,KB371,14/03/2020
537,7091,UX004,31/12/2014
206,3959,VK339,21/01/2010
757,3601,AG442,21/12/2022
519,4793,JC522,15/11/2012
710,3480,CS892,24/10/2014
528,8230,XP960,28/03/2018
474,3102,NQ139,05/08/2021
172,5276,AY540,12/09/2018
733,8934,VZ897,28/10/2014
129,9504,XK421,19/02/2015
287,9421,QM207,26/06/2025
463,8447,KB036,31/01/2011
965,7499,QQ695,21/10/2019
899,8273,EO397,17/02/2014
550,8739,MF593,07/04/2017
294,3299,SH802,23/08/2015
255,7818,VQ602,17/06/2016
271,8701,XL957,20/05/2025
946,6994,BN448,24/07/2013
140,7302,SS753,17/06/2021
162,9435,EB929,17/04/2016
122,5879,JX585,31/08/2011
459,9489,ZU865,31/03/2024
174,3535,LJ022,15/03/2017
659,9779,ZN781,26/07/2017
771,2077,EK604,24/01/2024
924,4831,UQ572,03/01/2020
217,5410,DK073,27/02/2017
711,4721,NO324,21/04/2011
479,5627,DL549,08/08/2010
778,3532,LP083,09/05/2016
389,2237,VG235,18/11/2011
539,7253,YU331,27/07/2022
767,3996,HW499,06/09/2012
106,7311,OW661,27/11/2021
295,5427,TP586,13/08/2025
520,2277,CR355,07/07/2021
667,5089,GV092,16/08/2020
932,2523,PE522,19/05/2021
292,6275,PJ766,01/10/2023
658,6218,TP264,28/09/2025
247,7365,KJ562,20/07/2012
886,7853,XL224,07/01/2011
768,9540,KK584,17/06/2017
301,5122,YB510,21/02/2013
543,7190,FP525,09/09/2013
518,6575,KS846,07/08/2013
526,9727,SU680,08/09/2025
578,9186,TE020,25/01/2018
574,3797,TV899,18/01/2010
225,4131,UW392,20/02/2022
494,9322,HU245,17/11/2017
916,8708,JV190,28/01/2021
980,8762,KS857,01/03/2013
905,8500,UW779,07/11/2024
675,2815,HH266,20/04/2017
424,4694,WB279,12/08/2020
491,2442,VF853,17/10/2012
787,5140,MA635,08/02/2010
727,8666,WW836,16/11/2016
539,2142,UA014,10/09/2022
303,6287,SV919,06/02/2012
585,3410,LD578,28/11/2022
932,6473,EC695,15/02/2024
130,8724,ZM835,04/01/2016
487,2534,QH437,27/03/2025
724,3716,SG802,31/10/2022
976,5364,CX369,11/12/2014
533,3032,CE338,13/02/2019
936,5342,WW200,16/01/2012
475,3410,WN162,18/01/2011
443,8236,MM749,23/07/2010
542,8085,AG886,11/03/2024
678,8672,BF884,16/07/2023
174,7273,AR404,17/02/2024
656,6500,KV405,13/02/2015
871,8983,HY704,11/01/2022
765,3172,IC505,08/03/2021
254,2888,GC529,31/07/2018
529,5338,FV421,10/02/2015
462,6517,UB292,22/10/2019
547,3641,YT341,05/12/2021
333,2471,TT505,20/04/2024
662,4940,AF657,26/07/2017
917,2546,LZ631,10/12/2024
361,6726,GS729,07/03/2016
926,5597,AB651,13/10/2016
224,9670,UX323,17/07/2014
344,7133,UK459,18/03/2013
641,4825,EJ432,11/12/2013
584,5723,XY360,29/12/2023
221,7925,VJ568,22/03/2020
224,2363,HG989,30/03/2022
648,4166,QW598,12/03/2017
269,5309,BL667,17/09/2024
223,2545,IC071,02/06/2010
968,5240,FT747,08/04/2015
134,8665,JL042,25/06/2010
186,6729,AP640,13/10/2023
745,3936,CQ549,26/07/2025
807,7776,LQ769,18/09/2012
885,2962,GF630,06/03/2022
300,5005,LD705,03/10/2019
468,5806,TL058,14/01/2023
896,2882,KP961,20/10/2011
176,5840,ZZ402,02/05/2014
158,8923,BU055,14/10/2015
530,2870,OK975,13/09/2020
737,6611,XY145,16/05/2010
599,4985,NV881,21/06/2013
208,7516,QZ980,21/02/2015
835,2865,MY812,25/11/2013
377,8249,NM555,12/02/2022
167,7204,FP051,09/10/2022
168,6309,UC288,19/02/2016
264,9288,SI697,28/05/2018
588,5203,GJ517,14/05/2023
404,4897,LQ474,02/10/2022
773,4244,SX892,21/08/2011
464,2018,RM349,18/04/2021
953,2641,OA518,21/10/2015
920,5083,DR143,13/11/2018
478,7200,GM571,23/09/2010
442,2329,PK418,27/03/2010
998,2865,RD857,22/03/2010
653,2773,MY857,06/11/2022
453,6487,ZW917,29/09/2018
515,6732,AT011,15/08/2022
208,4354,JR797,23/05/2012
662,5338,YQ265,11/01/2011
861,5518,JS760,09/02/2025
596,9608,JH578,28/07/2024
440,4942,TE953,11/10/2016
482,8795,DR638,07/12/2012
632,8984,YD885,17/09/2024
399,7121,OR266,31/05/2018
238,4567,RB268,26/02/2014
458,9929,NW990,20/03/2019
935,3674,QY602,22/11/2020
598,4683,EF810,17/05/2023
484,5380,JM760,23/10/2024
703,2739,CN836,05/06/2013
379,3545,XK095,06/04/2016
736,6564,KB579,02/08/2024
582,4259,ZE311,30/01/2016
210,3135,GS236,25/10/2019
965,7127,MX170,22/09/2021
238,8947,RJ044,08/08/2017
534,8620,DN443,03/07/2010
608,2873,ZX253,09/11/2012
372,6555,AD874,27/06/2010
198,4300,PE217,04/12/2019
863,7645,JR648,26/07/2013
949,2751,AZ275,01/03/2018
203,7557,JV265,12/11/2010
313,7873,MK906,19/12/2020
860,9124,GH446,27/01/2024
763,2853,WX777,07/07/2010
861,5732,UX940,16/08/2019
886,4283,LL926,12/09/2015
264,3329,OU903,20/03/2023
952,2477,UE755,16/04/2022
619,4726,SX297,19/12/2014
383,5091,AQ980,11/06/2022
616,8359,YN276,03/04/2012
756,8998,ZP271,11/06/2025
712,6230,VE981,31/03/2012
263,9048,KJ185,25/04/2012
985,7248,BK620,15/04/2016
758,6505,UE988,25/02/2020
163,7541,CG696,03/07/2024
190,7413,FY437,30/05/2021
216,3269,AN690,30/10/2023
965,9868,QY206,17/11/2013
366,7675,II517,15/02/2015
921,6181,YM963,24/12/2021
784,4603,WV206,10/04/2010
658,7961,XC530,19/06/2015
239,9542,DU539,14/11/2013
345,3469,IP678,03/03/2016
760,2377,OS285,30/08/2018
857,9557,IL371,01/04/2023
494,3680,RH964,20/07/2019
586,7170,RR256,21/07/2020
575,2241,IY228,05/04/2015
616,9461,JC024,30/12/2024
283,2919,WS786,16/04/2015
119,7682,EP752,30/05/2014
657,8409,NE299,07/07/2013
623,9287,JQ815,14/06/2014
681,8855,CD954,28/06/2023
628,7367,AQ948,08/09/2012
982,2069,CB432,23/05/2025
246,5924,OW227,13/11/2019
765,8200,MD370,12/07/2014
403,7501,YS679,08/04/2011
719,4086,CU499,13/12/2018
847,4007,SV449,07/12/2013
919,2800,SS195,17/12/2016
963,9610,ZT351,13/09/2025
681,7137,NE818,04/04/2015
794,4779,ZG076,12/12/2015
861,6920,KM139,06/10/2017
327,2755,AK734,19/11/2010
201,8495,VI108,06/11/2015
686,3995,OZ361,16/11/2020
516,7935,MW821,21/01/2012
